time_s,step_id,self_bias_V,plasma_potential_V,total_absorbed_power_W,electron_density_m3,mean_electron_energy_eV,port_dc_series_drive_absorbed_power_W,port_dc_series_drive_source_voltage_V,port_dc_series_drive_gap_voltage_V,port_dc_series_drive_current_A,port_dc_series_drive_delivered_power_W,port_dc_series_drive_ballast_resistance_ohm,port_dc_series_drive_plasma_resistance_ohm,port_dc_series_drive_plasma_conductance_S,port_dc_series_drive_conductance_multiplier,port_dc_series_drive_electron_mobility_m2_V_s,port_dc_series_drive_electric_field_V_m,port_dc_series_drive_reduced_field_Td,port_dc_series_drive_gap_m,port_dc_series_drive_electrode_area_m2,port_dc_series_drive_waveform_multiplier,ne_plasma_m3,mean_energy_plasma_eV,pabs_plasma_W,Tg_plasma_K,pressure_plasma_Pa,total_density_plasma_m3,electronegativity_plasma,residence_time_plasma_s,debye_length_plasma_m,EoverN_plasma_Td,ion_loss_family_plasma,ion_loss_area_plasma_m2,ion_loss_h_factor_plasma,ion_loss_characteristic_length_plasma_m,ambipolar_loss_rate_plasma_s,warning_high_electronegativity_plasma,warning_ion_ion_afterglow_plasma,warning_pressure_deviation_plasma,warning_debye_ratio_plasma,film_wall_m
0.0,dc_series_circuit,0.0,49.9909415459916,0.0018113625793235067,2000000000000.0002,3.0,0.0018113625793235067,1000.0,999.8188309198321,1.8116908016795956e-06,0.0018113625793235067,100000.0,551870567.534434,1.8120190835102019e-09,1.0,0.45,249954.707729958,155.3076448072895,0.004,5.0265482457e-05,1.0,2000000000000.0,3.0,0.0018113625793235067,300.0,6666.1184200082835,1.6094166390850203e+24,0.0,inf,0.009104682332231951,155.3076448072895,ambipolar_diffusion,0.0,0.0,0.0,3230.0,0,0,0,1,0.0
5.025125628140704e-06,dc_series_circuit,0.0,1.6475439864408192,0.3186511925391346,3.239281932561038e+17,0.9744235788992381,0.3186511925391346,1000.0,32.95087972881638,0.009670491202711837,0.3186511925391346,100000.0,3407.36360109362,0.00029348203393352035,1.0,0.45,8237.719932204096,5.118451758047803,0.004,5.0265482457e-05,1.0,3.239281932561038e+17,0.9744235788992383,0.3186511925391346,300.0,6666.11721139803,1.6094163472874062e+24,0.0,inf,1.2893436506273118e-05,5.118451758047803,ambipolar_diffusion,0.0,0.0,0.0,3230.0,0,0,0,0,0.0
1.0050251256281408e-05,dc_series_circuit,0.0,1.6141044428623976,0.312399555962607,3.308677051210594e+17,0.9718519423563716,0.312399555962607,1000.0,32.28208885724795,0.009677179111427521,0.312399555962607,100000.0,3335.898662775281,0.00029976929789829286,1.0,0.45,8070.522214311987,5.014564699197646,0.004,5.0265482457e-05,1.0,3.308677051210594e+17,0.9718519423563716,0.312399555962607,300.0,6666.117056850716,1.6094163099746845e+24,0.0,inf,1.274066310307026e-05,5.014564699197646,ambipolar_diffusion,0.0,0.0,0.0,3230.0,0,0,0,0,0.0
1.5075376884422112e-05,dc_series_circuit,0.0,1.6072615723759949,0.31111915542705276,3.32323356441831e+17,0.9695159028076071,0.31111915542705276,1000.0,32.1452314475199,0.009678547685524801,0.31111915542705276,100000.0,3321.2866735777084,0.00030108813188438034,1.0,0.45,8036.307861879975,4.993305884858076,0.004,5.0265482457e-05,1.0,3.32323356441831e+17,0.9695159028076074,0.31111915542705276,300.0,6666.116998866024,1.6094162959753044e+24,0.0,inf,1.2697441010340856e-05,4.993305884858076,ambipolar_diffusion,0.0,0.0,0.0,3230.0,0,0,0,0,0.0
2.0100502512562815e-05,dc_series_circuit,0.0,1.6034555847202807,0.31040683769537347,3.331383630164614e+17,0.9679837826497453,0.31040683769537347,1000.0,32.06911169440561,0.009679308883055944,0.31040683769537347,100000.0,3313.1613095377093,0.00030182653561758863,1.0,0.45,8017.277923601403,4.981481797290723,0.004,5.0265482457e-05,1.0,3.331383630164614e+17,0.9679837826497453,0.31040683769537347,300.0,6666.116949757284,1.6094162841188657e+24,0.0,inf,1.267187514071645e-05,4.981481797290723,ambipolar_diffusion,0.0,0.0,0.0,3230.0,0,0,0,0,0.0
2.5125628140703518e-05,dc_series_circuit,0.0,1.6004218631009781,0.3098389720606292,3.337907744284842e+17,0.9667331390547895,0.3098389720606292,1000.0,32.00843726201956,0.009679915627379805,0.3098389720606292,100000.0,3306.685563609992,0.0003024176265820312,1.0,0.45,8002.10931550489,4.972056920161297,0.004,5.0265482457e-05,1.0,3.337907744284842e+17,0.9667331390547893,0.3098389720606292,300.0,6666.116901966666,1.6094162725806643e+24,0.0,inf,1.2651304437794767e-05,4.972056920161297,ambipolar_diffusion,0.0,0.0,0.0,3230.0,0,0,0,0,0.0
3.0150753768844224e-05,dc_series_circuit,0.0,1.5979128756625076,0.3093692728996694,3.343322116993942e+17,0.9656978804704315,0.3093692728996694,1000.0,31.95825751325015,0.009680417424867499,0.3093692728996694,100000.0,3301.3305222928007,0.00030290817391573745,1.0,0.45,7989.564378312537,4.964262242755035,0.004,5.0265482457e-05,1.0,3.343322116993942e+17,0.9656978804704315,0.3093692728996694,300.0,6666.116854796352,1.6094162611922248e+24,0.0,inf,1.2634285790861335e-05,4.964262242755035,ambipolar_diffusion,0.0,0.0,0.0,3230.0,0,0,0,0,0.0
3.517587939698493e-05,dc_series_circuit,0.0,1.595862903350212,0.30898546704488494,3.347758576813104e+17,0.964853360873816,0.30898546704488494,1000.0,31.91725806700424,0.009680827419329957,0.30898546704488494,100000.0,3296.955589072297,0.00030331012140851486,1.0,0.45,7979.31451675106,4.9578935947100495,0.004,5.0265482457e-05,1.0,3.347758576813104e+17,0.9648533608738161,0.30898546704488494,300.0,6666.11680814952,1.6094162499301704e+24,0.0,inf,1.2620389521442952e-05,4.9578935947100495,ambipolar_diffusion,0.0,0.0,0.0,3230.0,0,0,0,0,0.0
4.020100502512563e-05,dc_series_circuit,0.0,1.5942116902165508,0.3086762943904177,3.3513403559151155e+17,0.9641741337118541,0.3086762943904177,1000.0,31.884233804331014,0.00968115766195669,0.3086762943904177,100000.0,3293.4319342431604,0.00030363463401280303,1.0,0.45,7971.058451082753,4.952763777956057,0.004,5.0265482457e-05,1.0,3.3513403559151155e+17,0.9641741337118542,0.3086762943904177,300.0,6666.11676196518,1.6094162387797766e+24,0.0,inf,1.260920304297883e-05,4.952763777956057,ambipolar_diffusion,0.0,0.0,0.0,3230.0,0,0,0,0,0.0
4.522613065326633e-05,dc_series_circuit,0.0,1.592896598806186,0.3084300414632839,3.354198338641228e+17,0.9636337999588188,0.3084300414632839,1000.0,31.85793197612372,0.009681420680238762,0.3084300414632839,100000.0,3290.6257282209167,0.00030389356997480597,1.0,0.45,7964.48299403093,4.948678195751029,0.004,5.0265482457e-05,1.0,3.354198338641228e+17,0.9636337999588188,0.3084300414632839,300.0,6666.116716177174,1.6094162277250708e+24,0.0,inf,1.2600297833806903e-05,4.948678195751029,ambipolar_diffusion,0.0,0.0,0.0,3230.0,0,0,0,0,0.0
