time_s,step_id,self_bias_V,plasma_potential_V,total_absorbed_power_W,electron_density_m3,mean_electron_energy_eV,port_dc_series_drive_absorbed_power_W,port_dc_series_drive_source_voltage_V,port_dc_series_drive_gap_voltage_V,port_dc_series_drive_current_A,port_dc_series_drive_delivered_power_W,port_dc_series_drive_ballast_resistance_ohm,port_dc_series_drive_plasma_resistance_ohm,port_dc_series_drive_plasma_conductance_S,port_dc_series_drive_conductance_multiplier,port_dc_series_drive_electron_mobility_m2_V_s,port_dc_series_drive_electric_field_V_m,port_dc_series_drive_reduced_field_Td,port_dc_series_drive_gap_m,port_dc_series_drive_electrode_area_m2,port_dc_series_drive_waveform_multiplier,ne_plasma_m3,mean_energy_plasma_eV,pabs_plasma_W,Tg_plasma_K,pressure_plasma_Pa,total_density_plasma_m3,electronegativity_plasma,residence_time_plasma_s,debye_length_plasma_m,EoverN_plasma_Td,ion_loss_family_plasma,ion_loss_area_plasma_m2,ion_loss_h_factor_plasma,ion_loss_characteristic_length_plasma_m,ambipolar_loss_rate_plasma_s,warning_high_electronegativity_plasma,warning_ion_ion_afterglow_plasma,warning_pressure_deviation_plasma,warning_debye_ratio_plasma,film_wall_m
0.0,dc_series_circuit,0.0,74.9864123189874,0.00407556580347789,2000000000000.0002,3.0,0.00407556580347789,1500.0,1499.728246379748,2.7175362025193935e-06,0.00407556580347789,100000.0,551870567.534434,1.8120190835102019e-09,1.0,0.45,374932.061594937,116.48073360553948,0.004,5.0265482457e-05,1.0,2000000000000.0,3.0,0.00407556580347789,300.0,13332.236840008285,3.2188332781680413e+24,0.0,inf,0.009104682332231951,116.48073360553948,ambipolar_diffusion,0.0,0.0,0.0,3230.0,0,0,0,1,0.0
5.025125628140704e-06,dc_series_circuit,0.0,3.073383358077212,0.8842322663603397,2.5830934915872845e+17,0.9284875141839604,0.8842322663603397,1500.0,61.467667161544234,0.014385323328384558,0.8842322663603397,100000.0,4272.94303773198,0.00023403073506235794,1.0,0.45,15366.916790386058,4.7740646097250945,0.004,5.0265482457e-05,1.0,2.5830934915872845e+17,0.9284875141839601,0.8842322663603397,300.0,13332.235757666942,3.2188330168558267e+24,0.0,inf,1.4094093214273e-05,4.7740646097250945,ambipolar_diffusion,0.0,0.0,0.0,3230.0,0,0,0,0,0.0
1.0050251256281408e-05,dc_series_circuit,0.0,2.9992890702769053,0.8638037813747416,2.649632781144402e+17,0.9224433334812168,0.8638037813747416,1500.0,59.9857814055381,0.01440014218594462,0.8638037813747416,100000.0,4165.638132662865,0.00024005925818639329,1.0,0.45,14996.445351384524,4.658969678389026,0.004,5.0265482457e-05,1.0,2.649632781144402e+17,0.9224433334812168,0.8638037813747416,300.0,13332.23569192856,3.218833000984454e+24,0.0,inf,1.3870629527153379e-05,4.658969678389026,ambipolar_diffusion,0.0,0.0,0.0,3230.0,0,0,0,0,0.0
1.5075376884422112e-05,dc_series_circuit,0.0,2.9839358077098304,0.8595652506948175,2.6638338609501504e+17,0.9198157509962188,0.8595652506948175,1500.0,59.67871615419661,0.014403212838458034,0.8595652506948175,100000.0,4143.430831963296,0.00024134588956711665,1.0,0.45,14919.679038549151,4.63512057973919,0.004,5.0265482457e-05,1.0,2.6638338609501504e+17,0.9198157509962188,0.8595652506948175,300.0,13332.2356498779,3.2188329908320653e+24,0.0,inf,1.3813890897907e-05,4.63512057973919,ambipolar_diffusion,0.0,0.0,0.0,3230.0,0,0,0,0,0.0
2.0100502512562815e-05,dc_series_circuit,0.0,2.9810418723158154,0.8587661191167438,2.6665270061629686e+17,0.9193297475236173,0.8587661191167438,1500.0,59.62083744631631,0.014403791625536837,0.8587661191167438,100000.0,4139.246039953331,0.00024158989109313123,1.0,0.45,14905.209361579076,4.630625274823606,0.004,5.0265482457e-05,1.0,2.6665270061629686e+17,0.9193297475236173,0.8587661191167438,300.0,13332.235613022285,3.218832981933927e+24,0.0,inf,1.3803265178131693e-05,4.630625274823606,ambipolar_diffusion,0.0,0.0,0.0,3230.0,0,0,0,0,0.0
2.5125628140703518e-05,dc_series_circuit,0.0,2.9806646484529864,0.8586619475497462,2.6668784423326163e+17,0.9192760276326909,0.8586619475497462,1500.0,59.61329296905972,0.014403867070309401,0.8586619475497462,100000.0,4138.7005779816045,0.00024162173154543309,1.0,0.45,14903.32324226493,4.630039323544826,0.004,5.0265482457e-05,1.0,2.6668784423326163e+17,0.9192760276326911,0.8586619475497462,300.0,13332.235577228113,3.218832973292056e+24,0.0,inf,1.3801952396510564e-05,4.630039323544826,ambipolar_diffusion,0.0,0.0,0.0,3230.0,0,0,0,0,0.0
3.0150753768844224e-05,dc_series_circuit,0.0,2.9807108924825183,0.8586747180464998,2.6668353548431414e+17,0.9192904809898773,0.8586747180464998,1500.0,59.61421784965036,0.014403857821503498,0.8586747180464998,100000.0,4138.767446083256,0.0002416178277777736,1.0,0.45,14903.554462412589,4.630111169446752,0.004,5.0265482457e-05,1.0,2.666835354843141e+17,0.9192904809898774,0.8586747180464998,300.0,13332.23554161497,3.2188329646938913e+24,0.0,inf,1.3802172395006727e-05,4.630111169446752,ambipolar_diffusion,0.0,0.0,0.0,3230.0,0,0,0,0,0.0
3.517587939698493e-05,dc_series_circuit,0.0,2.9807830521417706,0.8586946452267887,2.666768123352152e+17,0.9193062090472826,0.8586946452267887,1500.0,59.61566104283541,0.014403843389571645,0.8586946452267887,100000.0,4138.871787928286,0.00024161173654053933,1.0,0.45,14903.915260708853,4.630223271596103,0.004,5.0265482457e-05,1.0,2.6667681233521523e+17,0.9193062090472824,0.8586946452267887,300.0,13332.235506014298,3.218832956098738e+24,0.0,inf,1.380246444719946e-05,4.630223271596103,ambipolar_diffusion,0.0,0.0,0.0,3230.0,0,0,0,0,0.0
4.020100502512563e-05,dc_series_circuit,0.0,2.980828138431452,0.8587070959659765,2.66672611789811e+17,0.9193155717785554,0.8587070959659765,1500.0,59.61656276862903,0.014403834372313708,0.8587070959659765,100000.0,4138.936982170584,0.00024160793080632255,1.0,0.45,14904.140692157258,4.6302933191137665,0.004,5.0265482457e-05,1.0,2.66672611789811e+17,0.9193155717785554,0.8587070959659765,300.0,13332.23547040302,3.218832947501023e+24,0.0,inf,1.3802643439273731e-05,4.6302933191137665,ambipolar_diffusion,0.0,0.0,0.0,3230.0,0,0,0,0,0.0
4.522613065326633e-05,dc_series_circuit,0.0,2.9808517035183635,0.8587136035420356,2.6667041635659843e+17,0.9193203868770101,0.8587136035420356,1500.0,59.61703407036727,0.014403829659296326,0.8587136035420356,100000.0,4138.971057040379,0.0002416059417228837,1.0,0.45,14904.258517591818,4.630329936501636,0.004,5.0265482457e-05,1.0,2.6667041635659843e+17,0.9193203868770101,0.8587136035420356,300.0,13332.235434783053,3.218832938901211e+24,0.0,inf,1.3802736403222658e-05,4.630329936501636,ambipolar_diffusion,0.0,0.0,0.0,3230.0,0,0,0,0,0.0
5.0251256281407036e-05,dc_series_circuit,0.0,2.9808632363839522,0.8587167883790839,2.666693419137958e+17,0.9193227281759527,0.8587167883790839,1500.0,59.61726472767904,0.01440382735272321,0.8587167883790839,100000.0,4138.987733451811,0.0002416049682674525,1.0,0.45,14904.316181919761,4.630347863543709,0.004,5.0265482457e-05,1.0,2.666693419137958e+17,0.9193227281759526,0.8587167883790839,300.0,13332.23539915821,3.2188329303002205e+24,0.0,inf,1.380278178586784e-05,4.630347863543709,ambipolar_diffusion,0.0,0.0,0.0,3230.0,0,0,0,0,0.0
5.527638190954774e-05,dc_series_circuit,0.0,2.9808687196509065,0.8587183026000988,2.666688310760481e+17,0.9193238387186011,0.8587183026000988,1500.0,59.617374393018125,0.014403826256069818,0.8587183026000988,100000.0,4138.995662204352,0.0002416045054435787,1.0,0.45,14904.34359825453,4.630356393394053,0.004,5.0265482457e-05,1.0,2.666688310760481e+17,0.9193238387186011,0.8587183026000988,300.0,13332.235363530895,3.218832921698635e+24,0.0,inf,1.3802803343236997e-05,4.630356393394053,ambipolar_diffusion,0.0,0.0,0.0,3230.0,0,0,0,0,0.0
6.030150753768845e-05,dc_series_circuit,0.0,2.980871290060284,0.8587190124264625,2.6666859160957658e+17,0.9193243593429256,0.8587190124264625,1500.0,59.61742580120568,0.014403825741987944,0.8587190124264625,100000.0,4138.999378992597,0.00024160428848467067,1.0,0.45,14904.356450301419,4.6303603985341075,0.004,5.0265482457e-05,1.0,2.666685916095766e+17,0.9193243593429256,0.8587190124264625,300.0,13332.235327902394,3.218832913096761e+24,0.0,inf,1.3802813448993827e-05,4.6303603985341075,ambipolar_diffusion,0.0,0.0,0.0,3230.0,0,0,0,0,0.0
6.532663316582915e-05,dc_series_circuit,0.0,2.980872485380242,0.8587193425176847,2.6666848025039258e+17,0.9193246022077245,0.8587193425176847,1500.0,59.617449707604834,0.014403825502923953,0.8587193425176847,100000.0,4139.001107414318,0.00024160418759218736,1.0,0.45,14904.362426901209,4.630362267668156,0.004,5.0265482457e-05,1.0,2.6666848025039258e+17,0.9193246022077245,0.8587193425176847,300.0,13332.235292273335,3.2188329044947546e+24,0.0,inf,1.38028181541768e-05,4.630362267668156,ambipolar_diffusion,0.0,0.0,0.0,3230.0,0,0,0,0,0.0
7.035175879396985e-05,dc_series_circuit,0.0,2.9808730376205625,0.8587194950205158,2.6666842880224682e+17,0.919324715216899,0.8587194950205158,1500.0,59.61746075241125,0.014403825392475889,0.8587194950205158,100000.0,4139.001905948788,0.00024160414097967634,1.0,0.45,14904.36518810281,4.630363137869375,0.004,5.0265482457e-05,1.0,2.6666842880224682e+17,0.9193247152168987,0.8587194950205158,300.0,13332.235256644015,3.2188328958926835e+24,0.0,inf,1.380282033402532e-05,4.630363137869375,ambipolar_diffusion,0.0,0.0,0.0,3230.0,0,0,0,0,0.0
7.537688442211056e-05,dc_series_circuit,0.0,2.9808732904990016,0.858719564853659,2.666684052434395e+17,0.9193247678554348,0.858719564853659,1500.0,59.617465809980025,0.0144038253419002,0.858719564853659,100000.0,4139.00227160871,0.00024160411963517216,1.0,0.45,14904.366452495005,4.63036354305445,0.004,5.0265482457e-05,1.0,2.666684052434395e+17,0.9193247678554346,0.858719564853659,300.0,13332.235221014567,3.2188328872905823e+24,0.0,inf,1.3802821338889817e-05,4.63036354305445,ambipolar_diffusion,0.0,0.0,0.0,3230.0,0,0,0,0,0.0
8.040201005025126e-05,dc_series_circuit,0.0,2.9808734030292134,0.8587195959292161,2.6666839475983616e+17,0.9193247920487516,0.8587195959292161,1500.0,59.617468060584265,0.014403825319394157,0.8587195959292161,100000.0,4139.002434326373,0.0002416041101369275,1.0,0.45,14904.367015146066,4.630363730228497,0.004,5.0265482457e-05,1.0,2.6666839475983616e+17,0.9193247920487516,0.8587195959292161,300.0,13332.235185385067,3.2188328786884683e+24,0.0,inf,1.3802821791827025e-05,4.630363730228497,ambipolar_diffusion,0.0,0.0,0.0,3230.0,0,0,0,0,0.0
8.542713567839196e-05,dc_series_circuit,0.0,2.9808734514970694,0.8587196093137605,2.666683902444465e+17,0.9193248035002727,0.8587196093137605,1500.0,59.61746902994138,0.014403825309700585,0.8587196093137605,100000.0,4139.002504410452,0.00024160410604594142,1.0,0.45,14904.367257485344,4.6303638178907764,0.004,5.0265482457e-05,1.0,2.666683902444465e+17,0.9193248035002727,0.8587196093137605,300.0,13332.23514975554,3.218832870086348e+24,0.0,inf,1.3802821994652931e-05,4.6303638178907764,ambipolar_diffusion,0.0,0.0,0.0,3230.0,0,0,0,0,0.0
9.045226130653267e-05,dc_series_circuit,0.0,2.980873471111298,0.8587196147302889,2.6666838841713482e+17,0.9193248091310738,0.8587196147302889,1500.0,59.61746942222595,0.014403825305777742,0.8587196147302889,100000.0,4139.002532772448,0.0002416041043903796,1.0,0.45,14904.367355556487,4.630363860733045,0.004,5.0265482457e-05,1.0,2.6666838841713482e+17,0.9193248091310738,0.8587196147302889,300.0,13332.235114126,3.2188328614842246e+24,0.0,inf,1.3802822084214653e-05,4.630363860733045,ambipolar_diffusion,0.0,0.0,0.0,3230.0,0,0,0,0,0.0
9.547738693467337e-05,dc_series_circuit,0.0,2.9808734770383536,0.8587196163670632,2.666683878649552e+17,0.9193248119799342,0.8587196163670632,1500.0,59.61746954076707,0.01440382530459233,0.8587196163670632,100000.0,4139.002541342917,0.00024160410389009954,1.0,0.45,14904.367385191767,4.630363882314237,0.004,5.0265482457e-05,1.0,2.6666838786495517e+17,0.9193248119799342,0.8587196163670632,300.0,13332.235078496451,3.218832852882099e+24,0.0,inf,1.3802822119891647e-05,4.630363882314237,ambipolar_diffusion,0.0,0.0,0.0,3230.0,0,0,0,0,0.0
0.00010050251256281407,dc_series_circuit,0.0,2.980873476439214,0.858719616201609,2.666683879207725e+17,0.9193248135014958,0.858719616201609,1500.0,59.61746952878428,0.014403825304712159,0.858719616201609,100000.0,4139.0025404765665,0.00024160410394067058,1.0,0.45,14904.36738219607,4.630363893757912,0.004,5.0265482457e-05,1.0,2.666683879207725e+17,0.9193248135014959,0.858719616201609,300.0,13332.235042866901,3.218832844279973e+24,0.0,inf,1.3802822129869517e-05,4.630363893757912,ambipolar_diffusion,0.0,0.0,0.0,3230.0,0,0,0,0,0.0
0.00010552763819095478,dc_series_circuit,0.0,2.980873472720378,0.8587196151746411,2.6666838826722877e+17,0.9193248143884147,0.8587196151746411,1500.0,59.617469454407555,0.014403825305455925,0.8587196151746411,100000.0,4139.002535099164,0.00024160410425456326,1.0,0.45,14904.367363601888,4.630363900355581,0.004,5.0265482457e-05,1.0,2.6666838826722877e+17,0.9193248143884147,0.8587196151746411,300.0,13332.23500723735,3.2188328356778465e+24,0.0,inf,1.3802822127561323e-05,4.630363900355581,ambipolar_diffusion,0.0,0.0,0.0,3230.0,0,0,0,0,0.0
0.00011055276381909548,dc_series_circuit,0.0,2.9808734675082516,0.8587196137352968,2.6666838875280374e+17,0.9193248149715129,0.8587196137352968,1500.0,59.61746935016503,0.01440382530649835,0.8587196137352968,100000.0,4139.002527562477,0.00024160410469449887,1.0,0.45,14904.367337541258,4.6303639046336365,0.004,5.0265482457e-05,1.0,2.6666838875280374e+17,0.9193248149715129,0.8587196137352968,300.0,13332.2349716078,3.2188328270757207e+24,0.0,inf,1.3802822119371928e-05,4.6303639046336365,ambipolar_diffusion,0.0,0.0,0.0,3230.0,0,0,0,0,0.0
0.00011557788944723618,dc_series_circuit,0.0,2.980873461580843,0.858719612098425,2.6666838930501632e+17,0.9193248154090726,0.858719612098425,1500.0,59.61746923161686,0.01440382530768383,0.858719612098425,100000.0,4139.002518991498,0.0002416041051948087,1.0,0.45,14904.367307904215,4.630363907800602,0.004,5.0265482457e-05,1.0,2.6666838930501632e+17,0.9193248154090726,0.858719612098425,300.0,13332.23493597825,3.218832818473594e+24,0.0,inf,1.3802822108365377e-05,4.630363907800602,ambipolar_diffusion,0.0,0.0,0.0,3230.0,0,0,0,0,0.0
0.0001206030150753769,dc_series_circuit,0.0,2.980873455310693,0.8587196103669041,2.6666838988915958e+17,0.9193248157768915,0.8587196103669041,1500.0,59.61746910621385,0.014403825308937862,0.8587196103669041,100000.0,4139.002509924917,0.0002416041057240481,1.0,0.45,14904.367276553463,4.6303639104351655,0.004,5.0265482457e-05,1.0,2.6666838988915958e+17,0.9193248157768914,0.8587196103669041,300.0,13332.2349003487,3.2188328098714684e+24,0.0,inf,1.3802822096008907e-05,4.6303639104351655,ambipolar_diffusion,0.0,0.0,0.0,3230.0,0,0,0,0,0.0
0.0001256281407035176,dc_series_circuit,0.0,2.9808734488762827,0.8587196085900224,2.6666839048860576e+17,0.9193248161112867,0.8587196085900224,1500.0,59.61746897752565,0.014403825310224744,0.8587196085900224,100000.0,4139.002500620818,0.000241604106267152,1.0,0.45,14904.367244381412,4.630363912814577,0.004,5.0265482457e-05,1.0,2.6666839048860576e+17,0.9193248161112867,0.8587196085900224,300.0,13332.234864719145,3.2188328012693415e+24,0.0,inf,1.3802822083005485e-05,4.630363912814577,ambipolar_diffusion,0.0,0.0,0.0,3230.0,0,0,0,0,0.0
0.0001306532663316583,dc_series_circuit,0.0,2.9808734423631416,0.8587196067913989,2.666683910953866e+17,0.9193248164296615,0.8587196067913989,1500.0,59.61746884726283,0.014403825311527372,0.8587196067913989,100000.0,4139.002491202876,0.00024160410681690127,1.0,0.45,14904.367211815706,4.63036391507169,0.004,5.0265482457e-05,1.0,2.666683910953866e+17,0.9193248164296615,0.8587196067913989,300.0,13332.234829089593,3.218832792667215e+24,0.0,inf,1.3802822069691976e-05,4.63036391507169,ambipolar_diffusion,0.0,0.0,0.0,3230.0,0,0,0,0,0.0
0.000135678391959799,dc_series_circuit,0.0,2.9808734358122644,0.8587196049823544,2.6666839170568314e+17,0.9193248167403573,0.8587196049823544,1500.0,59.617468716245284,0.014403825312837548,0.8587196049823544,100000.0,4139.0024817303665,0.00024160410736983573,1.0,0.45,14904.36717906132,4.630363917270188,0.004,5.0265482457e-05,1.0,2.6666839170568314e+17,0.9193248167403573,0.8587196049823544,300.0,13332.234793460038,3.2188327840650876e+24,0.0,inf,1.3802822056229833e-05,4.630363917270188,ambipolar_diffusion,0.0,0.0,0.0,3230.0,0,0,0,0,0.0
0.0001407035175879397,dc_series_circuit,0.0,2.9808734292432995,0.858719603168315,2.6666839231766477e+17,0.9193248170473728,0.858719603168315,1500.0,59.61746858486598,0.01440382531415134,0.858719603168315,100000.0,4139.002472231703,0.00024160410792429689,1.0,0.45,14904.367146216495,4.630363919440586,0.004,5.0265482457e-05,1.0,2.6666839231766477e+17,0.9193248170473727,0.858719603168315,300.0,13332.234757830487,3.218832775462961e+24,0.0,inf,1.380282204269645e-05,4.630363919440586,ambipolar_diffusion,0.0,0.0,0.0,3230.0,0,0,0,0,0.0
0.0001457286432160804,dc_series_circuit,0.0,2.980873422665663,0.8587196013518807,2.666683929304542e+17,0.9193248173526238,0.8587196013518807,1500.0,59.61746845331325,0.014403825315466868,0.8587196013518807,100000.0,4139.0024627205,0.00024160410847948998,1.0,0.45,14904.367113328311,4.630363921597515,0.004,5.0265482457e-05,1.0,2.666683929304542e+17,0.9193248173526238,0.8587196013518807,300.0,13332.234722200936,3.218832766860835e+24,0.0,inf,1.3802822029128917e-05,4.630363921597515,ambipolar_diffusion,0.0,0.0,0.0,3230.0,0,0,0,0,0.0
0.00015075376884422112,dc_series_circuit,0.0,2.9808734160838726,0.8587195995342997,2.666683935436307e+17,0.9193248176570293,0.8587195995342997,1500.0,59.61746832167745,0.014403825316783227,0.8587195995342997,100000.0,4139.002453203291,0.00024160410903503371,1.0,0.45,14904.367080419363,4.630363923747992,0.004,5.0265482457e-05,1.0,2.666683935436307e+17,0.9193248176570296,0.8587195995342997,300.0,13332.23468657138,3.218832758258708e+24,0.0,inf,1.3802822015545021e-05,4.630363923747992,ambipolar_diffusion,0.0,0.0,0.0,3230.0,0,0,0,0,0.0
0.00015577889447236182,dc_series_circuit,0.0,2.980873409500089,0.8587195977161679,2.666683941569928e+17,0.9193248179610295,0.8587195977161679,1500.0,59.61746819000177,0.014403825318099982,0.8587195977161679,100000.0,4139.0024436832,0.00024160410959074568,1.0,0.45,14904.367047500444,4.630363925895373,0.004,5.0265482457e-05,1.0,2.666683941569928e+17,0.9193248179610295,0.8587195977161679,300.0,13332.23465094183,3.2188327496565815e+24,0.0,inf,1.3802822001953274e-05,4.630363925895373,ambipolar_diffusion,0.0,0.0,0.0,3230.0,0,0,0,0,0.0
